"","X","SpawnBio_om","Recruit_0_om","F_om","SPRratio_om","SpawnBio_em","Recruit_0_em","F_em","SPRratio_em","scenario","replicate","D","F","species","year","ID","F_re","Recruit_0_re","SpawnBio_re","SPRratio_re"
"255",255,1802220000,124087000,0.125419,0.589604,1484080000,117261000,0.151009,0.645693,"D0-F1-cod",3,"D0","F1","cod",55,"D0-F1-cod-3",0.204036071089707,-0.0550097915172419,-0.176526728146397,0.0951299516285506
"256",256,1660010000,69831400,0.129744,0.599753,1390050000,75071600,0.15376,0.650945,"D0-F1-cod",3,"D0","F1","cod",56,"D0-F1-cod-3",0.185102972006413,0.0750407409847146,-0.162625526352251,0.0853551378650878
"257",257,1538750000,34427500,0.134068,0.609539,1307240000,55858100,0.156966,0.656923,"D0-F1-cod",3,"D0","F1","cod",57,"D0-F1-cod-3",0.170793925470657,0.622484932103696,-0.150453290008123,0.0777374376372963
"258",258,1441560000,81889500,0.138393,0.618977,1238250000,85003400,0.160321,0.663017,"D0-F1-cod",3,"D0","F1","cod",58,"D0-F1-cod-3",0.158447320312444,0.0380256321017957,-0.141034712394906,0.0711496549952583
"259",259,1331730000,107466000,0.142718,0.628083,1158390000,101233000,0.162624,0.667109,"D0-F1-cod",3,"D0","F1","cod",59,"D0-F1-cod-3",0.13947785142729,-0.057999739452478,-0.13016151922687,0.0621350999788245
"260",260,1216630000,224307000,0.147043,0.636874,1077100000,243303000,0.164746,0.670814,"D0-F1-cod",3,"D0","F1","cod",60,"D0-F1-cod-3",0.120393354324925,0.0846875041795396,-0.114685648060626,0.0532915458944783
"261",261,1130900000,75215800,0.151368,0.645362,1016300000,103232000,0.167633,0.675757,"D0-F1-cod",3,"D0","F1","cod",61,"D0-F1-cod-3",0.107453358701971,0.372477591144414,-0.101335219736493,0.0470975979372818
"262",262,1115200000,150157000,0.155692,0.653561,1019510000,108494000,0.168296,0.676877,"D0-F1-cod",3,"D0","F1","cod",62,"D0-F1-cod-3",0.0809547054440819,-0.277462922141492,-0.0858052367288379,0.0356753233439572
"263",263,1151950000,75292500,0.160017,0.661484,1084410000,66153300,0.16748,0.675498,"D0-F1-cod",3,"D0","F1","cod",63,"D0-F1-cod-3",0.0466387946280708,-0.121382607829465,-0.0586310169712227,0.0211856976132455
"264",264,1176240000,101612000,0.164342,0.669143,1127700000,100126000,0.172052,0.683115,"D0-F1-cod",3,"D0","F1","cod",64,"D0-F1-cod-3",0.046914361514403,-0.0146242569775223,-0.0412670883493165,0.0208804396070795
"265",265,1194900000,103829000,0.168667,0.67655,1136170000,110575000,0.17869,0.693709,"D0-F1-cod",3,"D0","F1","cod",65,"D0-F1-cod-3",0.0594247837454865,0.0649722139286712,-0.0491505565319274,0.0253625009238047
"266",266,1179010000,37624100,0.168667,0.67655,1106090000,48117100,0.181149,0.697501,"D0-F1-cod",3,"D0","F1","cod",66,"D0-F1-cod-3",0.0740038063165883,0.278890392062534,-0.0618485000127225,0.0309674081738232
"267",267,1156460000,122767000,0.165867,0.671783,1072910000,137228000,0.179428,0.694856,"D0-F1-cod",3,"D0","F1","cod",67,"D0-F1-cod-3",0.0817582762092521,0.117792240585825,-0.0722463379624025,0.0343459122960837
"268",268,1115670000,70151200,0.163067,0.666912,1031350000,73323000,0.176289,0.689939,"D0-F1-cod",3,"D0","F1","cod",68,"D0-F1-cod-3",0.0810832357251928,0.0452137668350648,-0.0755779038604605,0.034527793771892
"269",269,1065220000,73585800,0.160267,0.661933,990861000,78311500,0.171136,0.681609,"D0-F1-cod",3,"D0","F1","cod",69,"D0-F1-cod-3",0.0678180785813675,0.0642202707587605,-0.069806237209215,0.0297250628084716
"270",270,1034060000,127902000,0.157467,0.656845,976150000,130947000,0.165696,0.672452,"D0-F1-cod",3,"D0","F1","cod",70,"D0-F1-cod-3",0.0522585684619635,0.0238072899563728,-0.0560025530433437,0.0237605523373095
"271",271,997957000,90530200,0.154667,0.651642,955591000,94013500,0.160472,0.663287,"D0-F1-cod",3,"D0","F1","cod",71,"D0-F1-cod-3",0.0375322466977442,0.0384766630362023,-0.0424527309292885,0.0178702416357446
"272",272,980340000,35128700,0.151867,0.646323,951796000,36989300,0.155608,0.654409,"D0-F1-cod",3,"D0","F1","cod",72,"D0-F1-cod-3",0.0246333963270493,0.0529652392488193,-0.0291164289940225,0.0125107724775384
"273",273,988578000,122859000,0.149067,0.640883,971107000,128584000,0.151083,0.645836,"D0-F1-cod",3,"D0","F1","cod",73,"D0-F1-cod-3",0.0135241200265652,0.0465981328189225,-0.0176728594000676,0.00772839972350645
"274",274,981957000,46744000,0.146267,0.635319,973655000,50964600,0.147005,0.637837,"D0-F1-cod",3,"D0","F1","cod",74,"D0-F1-cod-3",0.00504556735285463,0.0902918021564265,-0.00845454536196595,0.00396336328678982
"275",275,968291000,96057000,0.143467,0.629627,967858000,100867000,0.143048,0.629819,"D0-F1-cod",3,"D0","F1","cod",75,"D0-F1-cod-3",-0.00292053224783402,0.0500744349709027,-0.00044717961852377,0.000304942450053714
"276",276,965494000,88075100,0.140667,0.623804,973657000,90492900,0.138939,0.621212,"D0-F1-cod",3,"D0","F1","cod",76,"D0-F1-cod-3",-0.012284331079784,0.0274515725784018,0.00845473923193723,-0.004155151297523
"277",277,953017000,53230000,0.137867,0.617846,969633000,54921400,0.135042,0.612776,"D0-F1-cod",3,"D0","F1","cod",77,"D0-F1-cod-3",-0.0204907628366469,0.0317753146721773,0.0174351559311114,-0.0082059283381296
"278",278,955301000,58524900,0.135067,0.611748,979707000,57888000,0.131374,0.604577,"D0-F1-cod",3,"D0","F1","cod",78,"D0-F1-cod-3",-0.0273419858292551,-0.0108825474285304,0.0255479686507185,-0.011722147027861
"279",279,954281000,109728000,0.132267,0.605505,984770000,123527000,0.127897,0.596571,"D0-F1-cod",3,"D0","F1","cod",79,"D0-F1-cod-3",-0.0330392312519373,0.125756415864684,0.031949708733591,-0.0147546263036639
"280",280,938669000,103696000,0.129467,0.599115,973019000,106677000,0.124799,0.589233,"D0-F1-cod",3,"D0","F1","cod",80,"D0-F1-cod-3",-0.0360555199394441,0.0287474926708841,0.036594369261156,-0.0164943291354747
"281",281,931759000,69972300,0.126667,0.592571,970808000,76224500,0.121164,0.580371,"D0-F1-cod",3,"D0","F1","cod",81,"D0-F1-cod-3",-0.0434446225141513,0.0893525009182205,0.0419089056290307,-0.0205882501843661
"282",282,952720000,70753400,0.123867,0.585869,1000510000,76378100,0.117714,0.571697,"D0-F1-cod",3,"D0","F1","cod",82,"D0-F1-cod-3",-0.0496742473782364,0.0794972397086218,0.0501616424552859,-0.0241897079381226
"283",283,981023000,78637200,0.121067,0.579005,1036890000,88439200,0.114196,0.562581,"D0-F1-cod",3,"D0","F1","cod",83,"D0-F1-cod-3",-0.0567536983653678,0.124648385242608,0.0569476964352518,-0.0283659035759622
"284",284,999236000,74709800,0.118267,0.571972,1064300000,82266200,0.110664,0.553135,"D0-F1-cod",3,"D0","F1","cod",84,"D0-F1-cod-3",-0.0642867410182046,0.101143357364094,0.0651137469026336,-0.0329334303077773
"285",285,1011490000,93707000,0.115467,0.564766,1087150000,102045000,0.106942,0.542856,"D0-F1-cod",3,"D0","F1","cod",85,"D0-F1-cod-3",-0.0738306182718872,0.0889794785875121,0.0748005417750052,-0.0387948283005705
"286",286,1021160000,72943400,0.112667,0.557381,1109490000,84022100,0.103216,0.532216,"D0-F1-cod",3,"D0","F1","cod",86,"D0-F1-cod-3",-0.0838843672060142,0.15188077331191,0.086499667045321,-0.0451486505639769
"287",287,1033670000,7.7e+07,0.109867,0.54981,1134930000,81380500,0.0996584,0.521712,"D0-F1-cod",3,"D0","F1","cod",87,"D0-F1-cod-3",-0.0929178006134691,0.0568896103896104,0.0979616318554277,-0.0511049271566542
"288",288,1051370000,44293500,0.107067,0.542049,1166660000,55258900,0.096004,0.510559,"D0-F1-cod",3,"D0","F1","cod",88,"D0-F1-cod-3",-0.103327822765184,0.247562283405014,0.109656923823202,-0.0580943789214629
"289",289,1065160000,117376000,0.104267,0.53409,1194420000,126524000,0.0926445,0.499967,"D0-F1-cod",3,"D0","F1","cod",89,"D0-F1-cod-3",-0.111468633412297,0.0779375681570338,0.121352660633144,-0.0638899810893294
"290",290,1068370000,43840300,0.101467,0.525928,1210260000,59345700,0.0890812,0.488362,"D0-F1-cod",3,"D0","F1","cod",90,"D0-F1-cod-3",-0.122067273103571,0.353679149093414,0.132809794359632,-0.0714280281711564
"291",291,1071430000,111774000,0.0986667,0.517554,1226560000,131767000,0.0859423,0.47781,"D0-F1-cod",3,"D0","F1","cod",91,"D0-F1-cod-3",-0.128963469944774,0.178869862400916,0.144787806949591,-0.0767919869231036
"292",292,1086190000,98535300,0.0958667,0.508962,1255900000,126389000,0.082392,0.465486,"D0-F1-cod",3,"D0","F1","cod",92,"D0-F1-cod-3",-0.140556627066541,0.28267737551923,0.156243382833574,-0.0854209155103918
"293",293,1097700000,120381000,0.0930667,0.500145,1287060000,139037000,0.0788959,0.45293,"D0-F1-cod",3,"D0","F1","cod",93,"D0-F1-cod-3",-0.152264988443772,0.154974622241051,0.172506149221099,-0.0944026232392605
"294",294,1134280000,77864200,0.0902667,0.491094,1351290000,89295700,0.0751519,0.439001,"D0-F1-cod",3,"D0","F1","cod",94,"D0-F1-cod-3",-0.167446023838248,0.146813298023996,0.191319603625207,-0.106075415297275
"295",295,1188890000,46386500,0.0874667,0.481802,1440470000,58810900,0.0717707,0.42597,"D0-F1-cod",3,"D0","F1","cod",95,"D0-F1-cod-3",-0.179451151123799,0.267845170469857,0.211609148028834,-0.115881627722591
"296",296,1252790000,117235000,0.0846667,0.47226,1537560000,153297000,0.0686419,0.413515,"D0-F1-cod",3,"D0","F1","cod",96,"D0-F1-cod-3",-0.189269216823143,0.307604384356208,0.227308647099674,-0.124391225172574
"297",297,1291900000,73077600,0.0818667,0.46246,1604890000,96643600,0.0655098,0.400647,"D0-F1-cod",3,"D0","F1","cod",97,"D0-F1-cod-3",-0.199799185749517,0.322479118088169,0.242271073612509,-0.133661289625049
"298",298,1316880000,84488000,0.0790667,0.452391,1659350000,114968000,0.0623082,0.387063,"D0-F1-cod",3,"D0","F1","cod",98,"D0-F1-cod-3",-0.211953957860895,0.360761291544361,0.26006166089545,-0.144406055823392
"299",299,1349330000,154978000,0.0762667,0.442044,1728870000,195285000,0.0590448,0.372749,"D0-F1-cod",3,"D0","F1","cod",99,"D0-F1-cod-3",-0.225811527180277,0.260082076165649,0.281280339131273,-0.156760412990562
"300",300,1371870000,98399300,0.0734667,0.43141,1790450000,112440000,0.0558089,0.358069,"D0-F1-cod",3,"D0","F1","cod",100,"D0-F1-cod-3",-0.240351070621111,0.142691055729055,0.305116374000452,-0.170003013374748
"301",301,4084180000,80449500,0,0,4163430000,136420000,0,0,"D0-F1-cod",4,"D0","F1","cod",1,"D0-F1-cod-4",NA,0.695722161107278,0.0194041398763032,NA
"302",302,4084160000,183204000,0,0,4163430000,136143000,0,0,"D0-F1-cod",4,"D0","F1","cod",2,"D0-F1-cod-4",NA,-0.25687757909216,0.0194091318655489,NA
"303",303,4068490000,105311000,0,0,4163690000,135882000,0,0,"D0-F1-cod",4,"D0","F1","cod",3,"D0-F1-cod-4",NA,0.290292562030557,0.0233993447200313,NA
"304",304,4044880000,110382000,0,0,4164510000,135644000,0,0,"D0-F1-cod",4,"D0","F1","cod",4,"D0-F1-cod-4",NA,0.228859777862333,0.0295756610826526,NA
"305",305,4041870000,95797300,0,0,4165590000,135428000,0,0,"D0-F1-cod",4,"D0","F1","cod",5,"D0-F1-cod-4",NA,0.41369328780665,0.0306095940740301,NA
"306",306,4022110000,121177000,0,0,4166650000,135238000,0,0,"D0-F1-cod",4,"D0","F1","cod",6,"D0-F1-cod-4",NA,0.11603687168357,0.0359363617603696,NA
"307",307,3986930000,62567500,0,0,4167420000,135074000,0,0,"D0-F1-cod",4,"D0","F1","cod",7,"D0-F1-cod-4",NA,1.15885243936549,0.0452704211009473,NA
"308",308,3938080000,155559000,0,0,4167700000,134942000,0,0,"D0-F1-cod",4,"D0","F1","cod",8,"D0-F1-cod-4",NA,-0.132534922441003,0.0583076016739122,NA
"309",309,3873930000,100350000,0,0,4167400000,134844000,0,0,"D0-F1-cod",4,"D0","F1","cod",9,"D0-F1-cod-4",NA,0.34373692077728,0.0757551117340788,NA
"310",310,3799080000,154376000,0,0,4166500000,134787000,0,0,"D0-F1-cod",4,"D0","F1","cod",10,"D0-F1-cod-4",NA,-0.126891485723169,0.0967128883835034,NA
"311",311,3747600000,76394500,0,0,4165060000,134778000,0,0,"D0-F1-cod",4,"D0","F1","cod",11,"D0-F1-cod-4",NA,0.764236954230998,0.111393958800299,NA
"312",312,3709500000,107116000,0,0,4163180000,134797000,0,0,"D0-F1-cod",4,"D0","F1","cod",12,"D0-F1-cod-4",NA,0.258420777474887,0.122302197061599,NA
"313",313,3688330000,111433000,0,0,4.161e+09,134883000,0,0,"D0-F1-cod",4,"D0","F1","cod",13,"D0-F1-cod-4",NA,0.210440354293611,0.128152849663669,NA
"314",314,3651940000,101668000,0,0,4158700000,135032000,0,0,"D0-F1-cod",4,"D0","F1","cod",14,"D0-F1-cod-4",NA,0.32816618798442,0.138764601828069,NA
"315",315,3616900000,43279600,0,0,4156420000,135252000,0,0,"D0-F1-cod",4,"D0","F1","cod",15,"D0-F1-cod-4",NA,2.12507509311546,0.149166413226796,NA
"316",316,3581280000,123224000,0,0,4154350000,135552000,0,0,"D0-F1-cod",4,"D0","F1","cod",16,"D0-F1-cod-4",NA,0.100045445692398,0.160018205781173,NA
"317",317,3524410000,258774000,0,0,4152690000,135945000,0,0,"D0-F1-cod",4,"D0","F1","cod",17,"D0-F1-cod-4",NA,-0.474657423079598,0.178265298305248,NA
"318",318,3446130000,152927000,0,0,4151620000,136442000,0,0,"D0-F1-cod",4,"D0","F1","cod",18,"D0-F1-cod-4",NA,-0.1077965303707,0.204719496942948,NA
"319",319,3431370000,134510000,0,0,4151340000,137057000,0,0,"D0-F1-cod",4,"D0","F1","cod",19,"D0-F1-cod-4",NA,0.018935395137908,0.209819984437703,NA
"320",320,3510440000,80121200,0,0,4152080000,137768000,0,0,"D0-F1-cod",4,"D0","F1","cod",20,"D0-F1-cod-4",NA,0.719494965127831,0.182780506147378,NA
"321",321,3615540000,224740000,0,0,4154040000,138665000,0,0,"D0-F1-cod",4,"D0","F1","cod",21,"D0-F1-cod-4",NA,-0.382998131173801,0.148940407242072,NA
"322",322,3709710000,380587000,0,0,4157480000,217610000,0,0,"D0-F1-cod",4,"D0","F1","cod",22,"D0-F1-cod-4",NA,-0.428225346635592,0.120702157311488,NA
"323",323,3.798e+09,160054000,0,0,4162650000,112695000,0,0,"D0-F1-cod",4,"D0","F1","cod",23,"D0-F1-cod-4",NA,-0.295893885813538,0.0960110584518167,NA
"324",324,3991170000,183484000,0,0,4192960000,106197000,0,0,"D0-F1-cod",4,"D0","F1","cod",24,"D0-F1-cod-4",NA,-0.421219288875324,0.0505591092336332,NA
"325",325,4283250000,241012000,0,0,4252480000,183636000,0,0,"D0-F1-cod",4,"D0","F1","cod",25,"D0-F1-cod-4",NA,-0.238062835045558,-0.007183797350143,NA
"326",326,4555110000,56097500,0,0,4282380000,91978700,0,0,"D0-F1-cod",4,"D0","F1","cod",26,"D0-F1-cod-4",NA,0.639622086545746,-0.0598734168878468,NA
"327",327,4820960000,190493000,0.00432479,0.0369001,4302230000,198683000,0.00496246,0.0419726,"D0-F1-cod",4,"D0","F1","cod",27,"D0-F1-cod-4",0.147445309483235,0.0429937058054627,-0.107598901463609,0.137465752125333
"328",328,5013280000,128114000,0.00864957,0.0718476,4299450000,94701500,0.0102252,0.0837275,"D0-F1-cod",4,"D0","F1","cod",28,"D0-F1-cod-4",0.182162812717858,-0.26080287868617,-0.14238781795551,0.16534859897895
"329",329,5079700000,194660000,0.0129744,0.104977,4261650000,148386000,0.0155721,0.123481,"D0-F1-cod",4,"D0","F1","cod",29,"D0-F1-cod-4",0.20021735109138,-0.237717045104284,-0.161042974978837,0.176267182335178
"330",330,5079460000,112670000,0.0172991,0.13641,4215090000,75537100,0.0209497,0.160969,"D0-F1-cod",4,"D0","F1","cod",30,"D0-F1-cod-4",0.211028319392338,-0.329572202005858,-0.17016966370441,0.180038120372407
"331",331,5015490000,171363000,0.0216239,0.16626,4126220000,170283000,0.0264158,0.19672,"D0-F1-cod",4,"D0","F1","cod",31,"D0-F1-cod-4",0.221602023686754,-0.00630241067208207,-0.177304710008394,0.183207025141345
"332",332,4914820000,114329000,0.0259487,0.19463,4006900000,95032100,0.0320119,0.231061,"D0-F1-cod",4,"D0","F1","cod",32,"D0-F1-cod-4",0.23366103118846,-0.168783948079665,-0.184731078655983,0.187180804603607
"333",333,4769910000,146458000,0.0302735,0.221615,3855700000,111728000,0.037574,0.263108,"D0-F1-cod",4,"D0","F1","cod",33,"D0-F1-cod-4",0.241151502138834,-0.237132829889798,-0.191661897184643,0.18723010626537
"334",334,4605970000,113798000,0.0345983,0.247302,3705830000,132196000,0.0431392,0.293255,"D0-F1-cod",4,"D0","F1","cod",34,"D0-F1-cod-4",0.246858949717183,0.161672437125433,-0.195428975872617,0.18581734074128
"335",335,4414680000,191606000,0.0389231,0.271773,3530900000,188701000,0.0488723,0.322463,"D0-F1-cod",4,"D0","F1","cod",35,"D0-F1-cod-4",0.255611706159067,-0.0151613206267027,-0.200191180334701,0.186515952651662
"336",336,4212930000,143962000,0.0432479,0.295101,3354690000,117012000,0.0543269,0.348642,"D0-F1-cod",4,"D0","F1","cod",36,"D0-F1-cod-4",0.256174288231336,-0.187202178352621,-0.203715703797595,0.181432797584556
"337",337,4016810000,63984600,0.0475726,0.317357,3208580000,92925200,0.0594219,0.37178,"D0-F1-cod",4,"D0","F1","cod",37,"D0-F1-cod-4",0.249078250925953,0.452305711061724,-0.201211906960996,0.171488260854495
"338",338,3853810000,73368700,0.0518974,0.338603,3096750000,107472000,0.0644977,0.393654,"D0-F1-cod",4,"D0","F1","cod",38,"D0-F1-cod-4",0.242792509836716,0.46482082959082,-0.196444557463912,0.162582729627322
"339",339,3675180000,125671000,0.0562222,0.358898,2972470000,118612000,0.0691567,0.412765,"D0-F1-cod",4,"D0","F1","cod",39,"D0-F1-cod-4",0.230060367612794,-0.0561704768801076,-0.191204240336528,0.150089997715228
"340",340,3452420000,97194800,0.060547,0.378299,2832030000,87897000,0.0731413,0.428418,"D0-F1-cod",4,"D0","F1","cod",40,"D0-F1-cod-4",0.208008654433746,-0.0956614962940404,-0.179697139977175,0.132485150634815
"341",341,3218040000,85231600,0.0648718,0.396855,2690780000,92537100,0.0769461,0.4428,"D0-F1-cod",4,"D0","F1","cod",41,"D0-F1-cod-4",0.186125558409047,0.0857135147058133,-0.163845073398715,0.115772763351854
"342",342,2997670000,107636000,0.0691966,0.414614,2548980000,107323000,0.0808586,0.457044,"D0-F1-cod",4,"D0","F1","cod",42,"D0-F1-cod-4",0.168534292147302,-0.00290794901334126,-0.149679584477277,0.102336148803465
"343",343,2781770000,173186000,0.0735214,0.43162,2399050000,149340000,0.0847174,0.470576,"D0-F1-cod",4,"D0","F1","cod",43,"D0-F1-cod-4",0.152282192667713,-0.137690113519569,-0.137581467914314,0.0902553171771465
"344",344,2579810000,72866300,0.0778462,0.447915,2255110000,90282200,0.0886131,0.483741,"D0-F1-cod",4,"D0","F1","cod",44,"D0-F1-cod-4",0.138309898235238,0.239011724212702,-0.125861982083952,0.0799839255215833
"345",345,2424900000,141036000,0.0821709,0.463537,2139900000,104708000,0.0930257,0.498081,"D0-F1-cod",4,"D0","F1","cod",45,"D0-F1-cod-4",0.132100293412875,-0.257579625060268,-0.117530619819374,0.0745226378908265
"346",346,2310210000,56395300,0.0864957,0.478522,2051250000,85719500,0.0971153,0.510856,"D0-F1-cod",4,"D0","F1","cod",46,"D0-F1-cod-4",0.122776045514401,0.519975955443095,-0.112093705767008,0.067570561019138
"347",347,2202470000,138885000,0.0908205,0.492904,1962240000,132010000,0.102314,0.526417,"D0-F1-cod",4,"D0","F1","cod",47,"D0-F1-cod-4",0.126551824753222,-0.0495013860388091,-0.109072995318892,0.0679909272393813
"348",348,2105060000,113732000,0.0951453,0.506713,1872610000,100066000,0.106754,0.539139,"D0-F1-cod",4,"D0","F1","cod",48,"D0-F1-cod-4",0.122010230668252,-0.120159673618683,-0.110424405955175,0.0639928322344208
"349",349,2000920000,130154000,0.0994701,0.519979,1789140000,130525000,0.111188,0.551347,"D0-F1-cod",4,"D0","F1","cod",49,"D0-F1-cod-4",0.117803239365397,0.00285046944388955,-0.105841312996022,0.0603255131457233
"350",350,1923270000,140244000,0.103795,0.532729,1723640000,157300000,0.116012,0.564098,"D0-F1-cod",4,"D0","F1","cod",50,"D0-F1-cod-4",0.117703164892336,0.121616611049314,-0.103797178763252,0.0588835974763904
"351",351,1859890000,135818000,0.10812,0.544991,1666440000,114257000,0.120759,0.576132,"D0-F1-cod",4,"D0","F1","cod",51,"D0-F1-cod-4",0.116897891231965,-0.15874920849961,-0.104011527563458,0.0571403931441069
"352",352,1818800000,68576200,0.112444,0.556787,1637650000,62652500,0.124465,0.58519,"D0-F1-cod",4,"D0","F1","cod",52,"D0-F1-cod-4",0.106906549037743,-0.0863812809691992,-0.0995986364636024,0.0510123260780154
"353",353,1795580000,108426000,0.116769,0.56814,1628070000,100252000,0.12897,0.595822,"D0-F1-cod",4,"D0","F1","cod",53,"D0-F1-cod-4",0.104488348791203,-0.0753878221090882,-0.0932901903563194,0.0487239060794874
"354",354,1760730000,97371700,0.121094,0.579073,1594040000,116379000,0.134181,0.607625,"D0-F1-cod",4,"D0","F1","cod",54,"D0-F1-cod-4",0.10807306720399,0.19520353449719,-0.0946709603403134,0.0493063914221523
"355",355,1697790000,123604000,0.125419,0.589604,1528260000,109866000,0.140023,0.620265,"D0-F1-cod",4,"D0","F1","cod",55,"D0-F1-cod-4",0.116441687463622,-0.111145270379599,-0.0998533387521425,0.0520027001173668
"356",356,1629520000,116248000,0.129744,0.599753,1461650000,84176400,0.144605,0.629761,"D0-F1-cod",4,"D0","F1","cod",56,"D0-F1-cod-4",0.114540942163029,-0.275889477668433,-0.10301806666994,0.050033930634778
"357",357,1562810000,119324000,0.134068,0.609539,1404140000,116993000,0.149696,0.639908,"D0-F1-cod",4,"D0","F1","cod",57,"D0-F1-cod-4",0.11656771190739,-0.0195350474338775,-0.101528656714508,0.0498228989449403
"358",358,1510310000,113899000,0.138393,0.618977,1345480000,112905000,0.15705,0.653854,"D0-F1-cod",4,"D0","F1","cod",58,"D0-F1-cod-4",0.134811731807245,-0.00872703008806047,-0.109136534883567,0.0563461970315538
"359",359,1467460000,43031700,0.142718,0.628083,1284160000,63606800,0.164672,0.667481,"D0-F1-cod",4,"D0","F1","cod",59,"D0-F1-cod-4",0.153827828304769,0.478138209738402,-0.12490970793071,0.0627273783878883
"360",360,1431710000,37466700,0.147043,0.636874,1235150000,43384400,0.171691,0.67934,"D0-F1-cod",4,"D0","F1","cod",60,"D0-F1-cod-4",0.167624436389356,0.15794558901638,-0.137290373050408,0.0666788093092197
"361",361,1376860000,133259000,0.151368,0.645362,1179230000,162096000,0.176826,0.687622,"D0-F1-cod",4,"D0","F1","cod",61,"D0-F1-cod-4",0.168186142381481,0.216398141964145,-0.143536743023982,0.0654826283543189
"362",362,1278100000,101929000,0.155692,0.653561,1095620000,100991000,0.1814,0.694735,"D0-F1-cod",4,"D0","F1","cod",62,"D0-F1-cod-4",0.165120879685533,-0.00920248408205712,-0.142774430795712,0.0629994751828828
"363",363,1180910000,130320000,0.160017,0.661484,1025230000,128852000,0.181941,0.69556,"D0-F1-cod",4,"D0","F1","cod",63,"D0-F1-cod-4",0.137010442640469,-0.0112645794966237,-0.131830537466869,0.0515144735171221
"364",364,1122510000,103523000,0.164342,0.669143,1003750000,100750000,0.181749,0.695268,"D0-F1-cod",4,"D0","F1","cod",64,"D0-F1-cod-4",0.105919363279016,-0.0267863180162862,-0.105798612039091,0.0390424767202227
"365",365,1089540000,131037000,0.168667,0.67655,997860000,132252000,0.182783,0.696839,"D0-F1-cod",4,"D0","F1","cod",65,"D0-F1-cod-4",0.0836915342064541,0.00927219029739692,-0.0841456027314279,0.0299889143448378
"366",366,1078830000,92980500,0.168667,0.67655,1004790000,87071400,0.180452,0.69328,"D0-F1-cod",4,"D0","F1","cod",66,"D0-F1-cod-4",0.0698714034161987,-0.0635520351041347,-0.0686299046188927,0.0247284014485256
"367",367,1081260000,60933100,0.165867,0.671783,1017220000,69245200,0.176035,0.686367,"D0-F1-cod",4,"D0","F1","cod",67,"D0-F1-cod-4",0.0613021276082645,0.136413542064986,-0.0592271978987478,0.0217093912766473
"368",368,1093370000,190456000,0.163067,0.666912,1034140000,185354000,0.172633,0.680883,"D0-F1-cod",4,"D0","F1","cod",68,"D0-F1-cod-4",0.0586630035506879,-0.0267883395639938,-0.0541719637451183,0.0209487908449692
"369",369,1084660000,94513600,0.160267,0.661933,1027870000,86255000,0.16899,0.674851,"D0-F1-cod",4,"D0","F1","cod",69,"D0-F1-cod-4",0.0544279234028216,-0.0873800172673562,-0.0523574207585787,0.0195155703069646
"370",370,1087860000,58612900,0.157467,0.656845,1034600000,56337400,0.165951,0.66969,"D0-F1-cod",4,"D0","F1","cod",70,"D0-F1-cod-4",0.0538779553811274,-0.0388225117678873,-0.0489585056900704,0.0195556029200192
"371",371,1125880000,84962600,0.154667,0.651642,1070920000,87441900,0.163204,0.664919,"D0-F1-cod",4,"D0","F1","cod",71,"D0-F1-cod-4",0.0551960017327548,0.0291810749671032,-0.048815149038974,0.0203746842591484
"372",372,1134610000,60938500,0.151867,0.646323,1074050000,63160800,0.161078,0.661156,"D0-F1-cod",4,"D0","F1","cod",72,"D0-F1-cod-4",0.06065175449571,0.0364679143726872,-0.053375168560122,0.0229498253968991
"373",373,1116970000,97430200,0.149067,0.640883,1052100000,103386000,0.158724,0.656917,"D0-F1-cod",4,"D0","F1","cod",73,"D0-F1-cod-4",0.0647829499486808,0.0611288902208966,-0.0580767612379921,0.0250186071404609
"374",374,1086400000,137411000,0.146267,0.635319,1021220000,131533000,0.155813,0.651566,"D0-F1-cod",4,"D0","F1","cod",74,"D0-F1-cod-4",0.0652642086048117,-0.0427767791515963,-0.0599963181148748,0.0255729798731031
"375",375,1051170000,160736000,0.143467,0.629627,989828000,159677000,0.152221,0.644788,"D0-F1-cod",4,"D0","F1","cod",75,"D0-F1-cod-4",0.0610175162232429,-0.0065884431614573,-0.058355927204924,0.0240793358607556
"376",376,1045260000,93765800,0.140667,0.623804,989097000,102331000,0.148817,0.638187,"D0-F1-cod",4,"D0","F1","cod",76,"D0-F1-cod-4",0.0579382513311581,0.0913467383630279,-0.0537311290970668,0.0230569217254136
"377",377,1.086e+09,63134900,0.137867,0.617846,1031220000,66709400,0.145291,0.631153,"D0-F1-cod",4,"D0","F1","cod",77,"D0-F1-cod-4",0.0538489993979706,0.0566168632562972,-0.0504419889502762,0.021537729466566
"378",378,1147980000,81177100,0.135067,0.611748,1096720000,77763700,0.141014,0.622349,"D0-F1-cod",4,"D0","F1","cod",78,"D0-F1-cod-4",0.0440299999259627,-0.0420488044041977,-0.044652345859684,0.0173290309081519
"379",379,1182610000,68473700,0.132267,0.605505,1139430000,66721400,0.136898,0.613581,"D0-F1-cod",4,"D0","F1","cod",79,"D0-F1-cod-4",0.0350125125692727,-0.0255908472888131,-0.0365124597289047,0.0133376272697997
"380",380,1186930000,67480400,0.129467,0.599115,1150910000,69191000,0.133451,0.606002,"D0-F1-cod",4,"D0","F1","cod",80,"D0-F1-cod-4",0.0307723203596282,0.0253495829900238,-0.0303471982340997,0.011495288884438
